key_resp.keys,key_resp.rt,key_resp.duration,participant,date,expName,psychopyVersion,OS,frameRate,Response.text,accept.keys,accept.corr,accept.rt,accept.duration,recall_loop.thisRepN,recall_loop.thisTrialN,recall_loop.thisN,recall_loop.thisIndex,recall_loop.ran,Word1,WORD_length1,Emo_condition,length_group_emo,Word2,WORD_length2,Ima_condition,length_group_ima,Randomize
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Seeigel,"[""return""]",0,[3.6010000000001128],[null],0,17,17,34,1,Krokodil,8,emo_mid,long_word,Seeigel,7,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Walnuss,"[""return""]",0,[2.9849999999999],[null],0,18,18,4,1,Lorbeer,7,emo_mid,long_word,Walnuss,7,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Hengst,"[""return""]",0,[9.335000000000036],[null],0,19,19,15,1,Käfer,5,emo_mid,short_word,Hengst,6,ima_high,short_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Wildkatze,"[""return""]",0,[4.268000000000029],[null],0,20,20,35,1,Raubtier,8,emo_mid,long_word,Wildkatze,9,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Krähe,"[""return""]",0,[5.351000000000113],[null],0,21,21,18,1,Busch,5,emo_mid,short_word,Krähe,5,ima_high,short_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Spargel,"[""return""]",0,[5.1059999999999945],[null],0,22,22,8,1,Knoblauch,9,emo_mid,long_word,Spargel,7,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Karpfen,"[""return""]",0,[6.7159999999998945],[null],0,23,23,14,1,Maulwurf,8,emo_mid,long_word,Karpfen,7,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Bock,"[""return""]",0,[2.9990000000000236],[null],0,24,24,30,1,Quitte,6,emo_mid,short_word,Bock,4,ima_high,short_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Gras,"[""return""]",0,[2.4880000000000564],[null],0,25,25,2,1,Hafer,5,emo_mid,short_word,Gras,4,ima_high,short_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Rebhuhn,"[""return""]",0,[4.283999999999878],[null],0,26,26,32,1,Strauch,7,emo_mid,long_word,Rebhuhn,7,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Pfau,"[""return""]",0,[3.9559999999999036],[null],0,27,27,23,1,Gaul,4,emo_mid,short_word,Ei,2,ima_high,short_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Motte,"[""return""]",0,[2.7509999999999764],[null],0,28,28,17,1,Geier,5,emo_mid,short_word,Motte,5,ima_high,short_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Pfau,"[""return""]",0,[14.30099999999993],[null],0,29,29,20,1,Vieh,4,emo_mid,short_word,Pfau,4,ima_high,short_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Getreide,"[""return""]",0,[3.5190000000000055],[null],0,30,30,21,1,Languste,8,emo_mid,long_word,Getreide,8,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Fisch,"[""return""]",0,[31.883999999999787],[null],0,31,31,28,1,Kolibri,7,emo_mid,long_word,Thunfisch,9,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Frucht,"[""return""]",0,[4.449999999999818],[null],0,32,32,6,1,Meise,5,emo_mid,short_word,Frucht,6,ima_high,short_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Faultier,"[""return""]",0,[5.483999999999924],[null],0,33,33,7,1,Zwiebel,7,emo_mid,long_word,Faultier,8,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Seepferdchen,"[""return""]",0,[14.226999999999862],[null],0,34,34,22,1,Gorilla,7,emo_mid,long_word,Seepferd,8,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,Schnecke,"[""return""]",0,[3.450000000000273],[null],0,35,35,10,1,Nashorn,7,emo_mid,long_word,Schnecke,8,ima_high,long_word,TRUE
,,,RU02AG240724,2024-07-24_21h35.40.835,SNORE_recall_in_person,2023.1.3,Win32,58.82352941,,,,,,,,,,,,,,,,,,,
