key_resp.keys,key_resp.rt,key_resp.duration,participant,date,expName,psychopyVersion,OS,frameRate,Response.text,accept.keys,accept.corr,accept.rt,accept.duration,recall_loop.thisRepN,recall_loop.thisTrialN,recall_loop.thisN,recall_loop.thisIndex,recall_loop.ran,Word1,WORD_length1,Emo_condition,length_group_emo,Word2,WORD_length2,Ima_condition,length_group_ima
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Deckel,"[""return""]",0,[5.298800000001393],[null],0,21,21,23,1,Gang,4,emo_mid,short_word,Deckel,6,ima_high,short_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Chor,"[""return""]",0,[2.316899999999805],[null],0,22,22,30,1,Filter,5,emo_mid,short_word,Chor,4,ima_high,short_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Schleife,"[""return""]",0,[3.006000000000313],[null],0,23,23,24,1,Automat,7,emo_mid,long_word,Schleife,8,ima_high,long_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Kappe,"[""return""]",0,[2.7669000000005326],[null],0,24,24,2,1,Bagger,6,emo_mid,short_word,Kappe,5,ima_high,short_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Durchfall,"[""return""]",0,[3.0753000000013344],[null],0,25,25,19,1,Schimmer,8,emo_mid,long_word,Durchfall,9,ima_high,long_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Ohrfeige,"[""return""]",0,[4.417999999999665],[null],0,26,26,31,1,Ereignis,8,emo_mid,long_word,Ohrfeige,8,ima_high,long_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Bahre,"[""return""]",0,[2.53440000000046],[null],0,27,27,35,1,Umwelt,6,emo_mid,short_word,Bahre,5,ima_high,short_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Parade,"[""return""]",0,[5.908400000000256],[null],0,28,28,11,1,Ironie,6,emo_mid,short_word,Parade,6,ima_high,short_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Karusell,"[""return""]",0,[6.8170999999993],[null],0,29,29,4,1,Reflektor,9,emo_mid,long_word,Karussell,9,ima_high,long_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Roller,"[""return""]",0,[15.4445999999989],[null],0,30,30,32,1,Kanne,5,emo_mid,short_word,Roller,6,ima_high,short_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Schloss,"[""return""]",0,[3.867000000000189],[null],0,31,31,27,1,Nagellack,9,emo_mid,long_word,Schloss,7,ima_high,long_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Flöte,"[""return""]",0,[2.9335999999993874],[null],0,32,32,18,1,Korken,6,emo_mid,short_word,Flöte,5,ima_high,short_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Karre,"[""return""]",0,[3.2002999999995154],[null],0,33,33,26,1,Tube,4,emo_mid,short_word,Karren,6,ima_high,short_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Malkasten,"[""return""]",0,[5.800299999999879],[null],0,34,34,5,1,Entstehung,10,emo_mid,long_word,Malkasten,9,ima_high,long_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,Waldhaus,"[""return""]",0,[5.2520999999997],[null],0,35,35,34,1,Stiefel,7,emo_mid,long_word,Waldhaus,8,ima_high,long_word
,,,RU02AG170724,2024-07-17_15h11.35.866,SNORE_recall_in_person_non_nature,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,
