key_resp.keys,key_resp.rt,key_resp.duration,participant,date,expName,psychopyVersion,OS,frameRate,Response.text,accept.keys,accept.corr,accept.rt,accept.duration,recall_loop.thisRepN,recall_loop.thisTrialN,recall_loop.thisN,recall_loop.thisIndex,recall_loop.ran,Word1,WORD_length1,Emo_condition,length_group_emo,Word2,WORD_length2,Ima_condition,length_group_ima
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Flut
","[""return""]",0,[2.436000000000007],[null],0,9,9,13,1,Akt,3,emo_mid,short_word,Flut,4,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Darm
","[""return""]",0,[8.054000000000002],[null],0,10,10,29,1,Notiz,5,emo_mid,short_word,Darm,4,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Krug
","[""return""]",0,[11.277000000000001],[null],0,11,11,16,1,Hürde,5,emo_mid,short_word,Krug,4,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Dreck
","[""return""]",0,[2.2450000000000045],[null],0,12,12,0,1,Wodka,5,emo_mid,short_word,Dreck,5,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Schloss
","[""return""]",0,[2.780000000000001],[null],0,13,13,27,1,Nagellack,9,emo_mid,long_word,Schloss,7,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Bahre
","[""return""]",0,[10.928000000000011],[null],0,14,14,35,1,Umwelt,6,emo_mid,short_word,Bahre,5,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Malkasten
","[""return""]",0,[5.950999999999993],[null],0,15,15,5,1,Entstehung,10,emo_mid,long_word,Malkasten,9,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Walhaus
","[""return""]",0,[3.129000000000005],[null],0,16,16,34,1,Stiefel,7,emo_mid,long_word,Waldhaus,8,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Springseil
","[""return""]",0,[5.146000000000001],[null],0,17,17,8,1,Dämmerung,9,emo_mid,long_word,Springseil,10,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Schleife
","[""return""]",0,[2.9470000000000027],[null],0,18,18,24,1,Automat,7,emo_mid,long_word,Schleife,8,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Dachboden
","[""return""]",0,[4.896000000000015],[null],0,19,19,25,1,Anleitung,9,emo_mid,long_word,Dachboden,9,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Durchfall
","[""return""]",0,[3.563999999999993],[null],0,20,20,19,1,Schimmer,8,emo_mid,long_word,Durchfall,9,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Möbelstück
","[""return""]",0,[4.036000000000001],[null],0,21,21,12,1,Polohemd,8,emo_mid,long_word,Möbelstück,10,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"

","[""return""]",0,[26.663999999999987],[null],0,22,22,28,1,Andeutung,9,emo_mid,long_word,Schatulle,9,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Parade
","[""return""]",0,[2.882000000000005],[null],0,23,23,11,1,Ironie,6,emo_mid,short_word,Parade,6,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Ambulanz
","[""return""]",0,[4.545999999999992],[null],0,24,24,33,1,Triangel,8,emo_mid,long_word,Ambulanz,8,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Stecknadel
","[""return""]",0,[3.3300000000000125],[null],0,25,25,17,1,Werbung,7,emo_mid,long_word,Stecknadel,10,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Tagebuch
","[""return""]",0,[13.194999999999993],[null],0,26,26,1,1,Änderung,8,emo_mid,long_word,Tagebuch,8,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Flöte
","[""return""]",0,[3.497000000000014],[null],0,27,27,18,1,Korken,6,emo_mid,short_word,Flöte,5,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Roller
","[""return""]",0,[3.7990000000000066],[null],0,28,28,32,1,Kanne,5,emo_mid,short_word,Roller,6,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Ohrfeige
","[""return""]",0,[10.615999999999985],[null],0,29,29,31,1,Ereignis,8,emo_mid,long_word,Ohrfeige,8,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Gondel
","[""return""]",0,[2.4099999999999966],[null],0,30,30,10,1,Tat,3,emo_mid,short_word,Gondel,6,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Chor
","[""return""]",0,[3.5979999999999848],[null],0,31,31,30,1,Filter,5,emo_mid,short_word,Chor,4,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Kappe
","[""return""]",0,[3.093999999999994],[null],0,32,32,2,1,Bagger,6,emo_mid,short_word,Kappe,5,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Kugeln
","[""return""]",0,[2.9599999999999795],[null],0,33,33,14,1,Praxis,6,emo_mid,short_word,Kugel,5,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Karussell
","[""return""]",0,[6.028999999999996],[null],0,34,34,4,1,Reflektor,9,emo_mid,long_word,Karussell,9,ima_high,long_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,"Napf
","[""return""]",0,[6.662000000000006],[null],0,35,35,6,1,Tuch,4,emo_mid,short_word,Napf,4,ima_high,short_word
,,,TEST/IN02MS180624,2024-06-18_08h16.07.699,SNORE_recall_online_non_nature,2023.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,
